Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending
1968,Graduation,Married,51287.0,1,1,10,3,4,1,3,7,0,0,0,0,0,0,0,46,182
1970,Graduation,Married,13260.0,1,1,48,4,3,0,3,8,0,0,0,0,0,0,0,44,49
1966,PhD,Married,47472.0,1,1,39,2,2,0,4,5,0,0,0,0,0,0,0,48,75
1956,Master,Married,54603.0,1,1,85,6,4,2,4,7,0,0,0,0,0,0,0,58,227
1974,PhD,Married,45207.0,1,1,64,5,3,1,6,6,0,1,0,0,0,0,0,40,215
1967,Graduation,Married,47821.0,1,1,54,1,1,0,3,8,0,0,0,0,0,0,0,47,47
1951,Master,Married,27450.0,0,0,57,1,2,1,3,7,0,0,0,0,0,0,0,63,143
1983,Graduation,Married,39453.0,1,0,64,2,2,0,3,6,0,0,0,0,0,0,0,31,55
1971,Graduation,Married,26850.0,1,1,10,4,2,1,4,4,0,0,0,0,0,0,0,43,63
1955,Graduation,Widow,79800.0,0,0,65,1,5,11,5,3,1,0,1,1,0,0,1,59,1867
1961,Master,Married,61794.0,0,1,74,2,4,4,10,2,0,0,0,0,0,0,0,53,611
1955,Graduation,Married,53863.0,0,1,4,3,7,1,7,7,0,1,0,0,0,0,0,59,473
1959,Graduation,Married,24221.0,0,0,94,1,1,1,3,4,0,0,0,0,0,0,0,55,55
1984,PhD,Single,39684.0,1,0,41,2,2,1,2,7,0,0,0,0,0,1,1,30,81
1975,Master,Married,92163.0,0,0,25,0,5,11,5,2,0,0,1,1,0,0,1,39,2086
1965,Master,Single,69882.0,0,0,94,1,3,7,9,1,0,0,0,0,0,0,0,49,1478
1977,Graduation,Married,33178.0,1,0,9,1,1,0,3,4,0,0,0,0,0,0,0,37,49
1972,PhD,Married,59973.0,0,0,47,1,3,4,7,1,0,0,0,0,0,0,0,42,382
1975,Master,Married,17459.0,1,0,12,3,3,1,2,7,0,0,0,0,0,0,1,39,69
1969,Graduation,Divorced,23910.0,1,0,80,1,2,0,3,7,0,0,0,0,0,0,0,45,67
1969,Master,Married,42169.0,1,1,20,2,1,0,3,8,0,0,0,0,0,0,0,45,30
1978,Graduation,Married,26224.0,1,0,39,3,2,1,3,6,0,0,0,0,0,0,0,36,63
1981,Graduation,Married,31089.0,1,0,57,3,3,0,4,8,0,0,0,0,0,0,0,33,79
1961,Graduation,Single,30081.0,0,1,27,1,1,0,3,7,0,0,0,0,0,0,0,53,42
1960,Graduation,Married,62807.0,0,1,83,3,5,3,12,5,0,0,0,0,0,0,0,54,819
1955,Graduation,Single,72906.0,0,0,79,1,3,4,9,1,0,0,0,0,0,0,0,59,1151
1948,PhD,Married,61467.0,0,2,69,3,5,2,10,5,0,0,0,0,0,0,0,66,594
1966,Master,Married,49618.0,1,1,77,4,3,1,3,7,0,0,0,0,0,0,0,48,129
1986,Master,Single,21888.0,1,0,15,4,5,1,2,10,0,0,0,0,0,0,1,28,213
1956,Graduation,Divorced,26150.0,2,1,61,1,1,0,3,7,0,0,0,0,0,0,0,58,28
1975,Basic,Married,30801.0,0,1,23,2,1,0,3,7,0,0,0,0,0,0,0,39,45
1965,Graduation,Married,81168.0,0,0,84,1,6,4,7,3,0,0,0,1,0,0,0,49,1193
1969,Master,Single,26877.0,0,0,74,2,3,1,6,6,0,0,0,0,0,0,0,45,268
1944,Master,Widow,45006.0,0,0,90,1,3,1,7,3,0,0,0,0,0,0,0,70,266
1973,Basic,Married,18978.0,1,0,41,1,1,0,3,8,0,0,0,0,0,0,0,41,37
1969,PhD,Single,48240.0,0,0,73,3,6,3,13,5,0,0,0,0,0,0,1,45,882
1974,Graduation,Married,45837.0,1,1,88,5,6,2,5,7,0,0,0,0,0,0,0,40,373
1965,Master,Single,35791.0,2,1,94,2,1,0,3,8,0,0,0,0,0,0,0,49,35
1976,PhD,Married,162397.0,1,1,31,0,0,0,1,1,0,0,0,0,0,0,0,38,107
1978,Graduation,Widow,54162.0,1,1,31,1,1,0,3,4,0,0,0,0,0,0,0,36,42
1960,Master,Married,30522.0,0,1,6,5,1,2,9,2,0,0,0,0,0,0,0,54,326
1961,PhD,Married,54456.0,0,1,23,3,6,1,7,6,0,0,0,0,0,0,0,53,404
1971,Graduation,Single,31632.0,0,0,92,1,2,1,2,7,0,0,0,0,0,0,0,43,95
1949,Graduation,Widow,72298.0,0,0,52,1,4,3,6,1,0,1,1,0,0,0,0,65,939
1978,Graduation,Single,36975.0,1,0,50,1,1,0,3,7,0,0,0,0,0,0,0,36,33
1955,Graduation,Married,72635.0,0,0,54,1,6,8,6,3,0,0,0,1,0,0,0,59,981
1976,Graduation,Married,13624.0,1,0,93,2,2,0,3,6,0,0,0,0,0,0,0,38,36
1975,Graduation,Single,84196.0,0,1,56,1,8,4,7,3,0,0,0,0,0,0,0,39,1237
1960,Graduation,Married,70971.0,0,1,28,7,11,11,5,7,0,0,0,0,0,0,1,54,1825
1977,PhD,Divorced,34487.0,1,1,94,3,3,0,3,9,0,0,0,0,0,0,0,37,103
1977,Graduation,Single,28769.0,1,0,76,3,4,1,4,9,0,0,0,0,0,0,0,37,191
1970,PhD,Married,69084.0,1,0,43,2,7,3,13,8,0,0,0,0,0,0,0,44,1586
1958,PhD,Married,65488.0,0,0,46,1,3,4,6,1,0,0,0,0,0,0,0,56,963
1960,Graduation,Single,32218.0,0,0,27,1,2,1,3,7,1,0,0,0,0,0,1,54,93
1973,Graduation,Single,83917.0,0,0,12,1,6,7,7,3,0,0,0,0,0,0,1,41,1587
1962,Graduation,Divorced,46102.0,2,1,3,1,1,0,2,7,0,0,0,0,0,0,0,52,16
1952,Graduation,Single,84574.0,0,0,72,1,9,11,11,5,0,0,0,0,0,0,0,62,1375
1962,Graduation,Married,56181.0,0,1,6,1,4,2,7,4,0,0,0,0,0,0,0,52,393
1950,Master,Divorced,63120.0,0,1,53,5,8,4,9,7,0,0,0,0,0,0,1,64,1477
1971,Graduation,Married,73691.0,0,1,58,2,6,2,8,2,1,0,0,0,0,0,0,43,1179
1948,PhD,Married,76140.0,0,0,57,1,5,9,6,2,0,0,0,0,0,0,0,66,1348
1959,PhD,Divorced,62859.0,0,1,37,4,9,4,6,6,0,0,0,0,0,0,0,55,1307
1964,Graduation,Single,45906.0,0,1,20,2,5,4,4,5,1,0,0,0,0,0,0,50,486
1947,Master,Married,77632.0,0,0,73,1,4,2,6,2,0,1,1,0,0,0,1,67,2252
1971,PhD,Married,46463.0,1,1,56,7,3,1,6,6,0,0,0,0,0,0,0,43,235
1970,Graduation,Married,105471.0,0,0,36,0,9,8,13,3,0,0,1,1,0,0,1,44,1724
1970,Master,Divorced,55282.0,1,0,9,1,3,1,6,4,0,0,0,0,0,0,0,44,235
1977,Master,Married,78710.0,0,1,42,3,7,6,12,4,0,0,0,0,0,0,0,37,1092
1958,Graduation,Married,66886.0,0,1,28,2,7,1,7,5,0,0,0,0,0,0,0,56,599
1960,Master,Single,98777.0,0,0,23,0,4,6,9,1,0,1,0,0,0,0,0,54,2008
1985,Graduation,Married,29103.0,1,0,38,2,1,0,3,9,0,0,0,0,0,0,0,29,48
1974,Graduation,Married,67445.0,0,1,63,5,9,6,12,6,0,0,0,0,0,0,0,40,1174
1950,PhD,Married,50616.0,0,1,71,1,1,1,4,2,0,0,0,0,0,0,0,64,67
1955,Graduation,Divorced,49431.0,0,1,9,2,7,1,5,8,0,0,0,0,0,0,0,59,365
1975,Graduation,Divorced,153924.0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,39,6
1953,Graduation,Married,61278.0,0,1,87,2,3,1,4,6,0,0,0,0,0,0,0,61,165
1947,PhD,Married,73059.0,0,1,36,1,9,3,13,4,0,0,0,0,0,0,0,67,1095
1966,PhD,Single,46734.0,1,2,86,4,3,2,3,6,1,0,0,0,0,0,0,48,223
1963,Graduation,Married,56253.0,0,1,83,4,7,2,9,6,0,0,0,0,0,0,0,51,597
1975,Graduation,Widow,58330.0,0,1,87,1,6,4,13,4,0,0,0,0,0,0,0,39,1064
1980,Basic,Married,25965.0,0,0,29,1,2,0,3,8,0,0,0,0,0,0,0,34,74
1956,Master,Married,14661.0,0,0,88,1,1,0,3,6,0,0,0,0,0,0,0,58,26
1959,Graduation,Married,18690.0,0,0,77,1,1,1,2,8,0,0,0,0,0,0,0,55,60
1974,PhD,Married,45068.0,0,1,25,1,1,0,2,7,0,0,0,0,0,0,0,40,20
1987,Basic,Single,21063.0,1,0,34,2,2,0,3,6,0,0,0,0,0,0,0,27,59
1968,PhD,Married,29187.0,1,0,43,1,1,0,3,8,0,0,0,0,0,0,0,46,34
1971,Graduation,Married,54690.0,1,1,76,3,3,1,5,3,0,0,0,0,0,0,0,43,198
1964,PhD,Married,59304.0,0,1,81,3,7,8,10,5,0,0,0,0,0,0,0,50,1048
1962,Master,Single,59247.0,0,2,87,5,5,2,9,6,0,0,0,0,0,0,0,52,574
1970,Graduation,Widow,66731.0,0,1,33,4,4,3,6,3,0,0,0,0,0,0,0,44,1029
1980,Graduation,Married,77353.0,0,1,38,2,6,4,8,4,0,0,0,0,0,0,0,34,670
1974,Graduation,Married,26751.0,2,0,26,1,1,0,2,8,0,0,0,0,0,0,0,40,11
1963,PhD,Married,81300.0,0,1,17,3,10,3,5,5,0,0,0,1,0,0,1,51,1241
1979,Graduation,Single,70337.0,0,0,75,1,2,2,12,1,0,0,0,0,0,0,0,35,576
1985,Graduation,Married,36145.0,1,0,13,4,4,1,3,9,1,0,0,0,0,0,1,29,172
1980,PhD,Single,65295.0,0,0,19,1,3,3,13,2,0,0,0,0,0,0,0,34,664
1963,Graduation,Divorced,68118.0,0,1,51,2,8,9,4,6,0,0,0,0,0,0,0,51,928
1967,Graduation,Divorced,68743.0,0,0,81,1,11,5,13,7,0,0,0,0,0,0,0,47,2074
1982,Graduation,Married,41039.0,0,0,32,1,8,1,5,8,0,0,0,0,0,0,0,32,467
1955,Graduation,Married,38946.0,0,1,84,2,3,1,6,5,0,0,0,0,0,0,0,59,257
1967,Graduation,Married,65777.0,0,0,87,1,2,8,6,1,0,0,0,0,0,0,0,47,1146
1976,PhD,Divorced,66476.0,0,1,99,2,5,2,11,4,0,0,0,0,0,0,0,38,689
1972,PhD,Single,86857.0,0,0,96,1,5,6,10,2,0,0,0,0,0,0,1,42,2114
1982,PhD,Married,160803.0,0,0,21,15,0,28,1,0,0,0,0,0,0,0,0,32,1717
1989,PhD,Married,77845.0,0,0,40,1,3,5,12,1,0,0,1,1,0,0,0,25,1346
1969,PhD,Married,69476.0,0,0,3,1,4,6,4,2,0,0,0,0,0,0,0,45,1044
1960,PhD,Divorced,50611.0,0,1,98,6,4,5,7,6,0,1,0,0,0,0,1,54,493
1970,Graduation,Single,61209.0,0,0,73,1,5,3,4,2,0,0,0,0,0,0,0,44,957
1958,Master,Married,42315.0,0,1,90,3,1,4,4,3,0,0,0,0,0,0,0,56,270
1952,Basic,Married,13084.0,0,0,29,1,1,0,3,6,0,0,0,0,0,0,0,62,29
1949,Master,Widow,47570.0,1,1,3,3,2,2,2,7,0,0,0,0,0,0,1,65,121
1961,Master,Married,61923.0,0,2,94,1,2,1,4,3,0,0,0,0,0,0,0,53,126
1995,Graduation,Single,34824.0,0,0,65,1,1,0,2,6,0,0,0,0,0,0,0,19,23
1949,PhD,Single,26518.0,1,1,33,3,2,0,3,8,0,0,0,0,0,0,1,65,57
1961,Graduation,Single,45938.0,0,0,46,2,8,4,6,6,0,0,0,0,0,0,0,53,636
1960,Graduation,Married,78468.0,0,0,29,1,10,7,10,4,0,0,0,1,0,0,0,54,1004
1973,Graduation,Divorced,78901.0,0,1,99,3,9,3,5,4,0,0,0,0,0,0,0,41,734
1978,Graduation,Married,71427.0,2,0,26,2,8,2,8,4,0,0,0,0,0,0,0,36,614
1978,Graduation,Divorced,71022.0,0,1,30,3,5,2,11,8,1,0,0,0,0,0,0,36,1453
1988,Master,Single,90247.0,0,0,27,1,3,4,7,1,0,1,1,1,0,0,1,26,1621
1968,Master,Divorced,41335.0,1,0,24,3,4,1,4,7,0,0,0,0,0,0,0,46,187
1970,PhD,Divorced,35682.0,1,0,34,1,1,1,3,2,0,0,0,0,0,0,0,44,57
1951,Graduation,Divorced,43185.0,0,1,88,2,9,3,6,8,0,0,0,0,0,0,0,63,637
1948,PhD,Married,66375.0,0,1,96,3,2,4,5,7,1,0,0,0,0,0,0,66,948
1986,Graduation,Married,25252.0,1,0,26,1,1,0,2,8,0,0,0,0,0,0,0,28,18
1965,Master,Single,55250.0,0,1,49,4,7,5,10,5,0,0,0,0,0,0,0,49,903
1975,Graduation,Single,33249.0,1,0,11,2,2,1,3,6,0,0,0,0,0,0,0,39,112
1953,Graduation,Married,58398.0,0,0,44,3,5,4,8,4,0,0,0,0,0,0,0,61,596
1982,Graduation,Married,50272.0,1,0,75,3,4,1,5,7,0,0,0,0,0,0,0,32,233
1975,PhD,Married,76618.0,0,0,64,1,3,2,5,1,0,0,0,0,0,0,0,39,1511
1960,Graduation,Divorced,87305.0,0,0,19,1,5,3,8,2,0,0,1,0,0,0,1,54,1152
1978,Graduation,Married,25851.0,1,0,45,2,2,0,3,7,0,0,0,0,0,0,0,36,48
1970,Graduation,Divorced,58710.0,0,1,77,6,11,5,9,6,0,0,0,0,0,0,0,44,1185
1958,Graduation,Single,45160.0,1,1,9,1,1,0,2,7,0,0,0,0,0,0,0,56,21
1965,Master,Married,74806.0,0,1,1,2,5,4,5,4,0,0,0,0,0,0,0,49,965
1954,Graduation,Married,59111.0,0,0,90,1,11,1,8,7,0,0,0,0,0,0,0,60,869
1984,PhD,Married,18988.0,1,0,43,2,1,0,3,7,0,0,0,0,0,0,0,30,16
1965,Graduation,Married,72190.0,0,0,79,1,5,6,4,3,0,0,0,0,0,0,0,49,1947
1976,Graduation,Married,7500.0,1,0,19,5,4,1,2,9,1,0,0,0,0,0,1,38,71
1955,Graduation,Married,80395.0,0,0,62,1,6,5,12,2,0,0,0,1,0,0,0,59,1380
1976,Master,Divorced,75012.0,0,0,41,1,3,8,11,1,0,0,0,0,0,0,0,38,1027
1965,Master,Married,56962.0,2,1,60,7,6,3,5,7,0,0,0,0,0,0,0,49,411
1991,Graduation,Married,89891.0,0,0,17,1,11,6,8,4,0,0,1,0,0,0,0,23,836
1949,PhD,Divorced,35946.0,1,1,24,1,0,0,3,5,0,0,0,0,0,0,0,65,11
1953,PhD,Married,53593.0,1,1,60,8,7,2,6,8,0,0,0,0,0,0,0,61,480
1948,PhD,Divorced,45072.0,1,2,74,5,6,1,4,8,0,0,0,0,0,0,0,66,284
1973,Graduation,Divorced,89694.0,1,1,22,3,4,3,4,5,0,1,1,1,0,0,0,41,1472
1949,Graduation,Married,72025.0,0,0,46,1,4,8,13,2,0,1,1,1,0,0,1,65,1677
1973,Graduation,Married,67432.0,0,1,69,2,8,5,4,4,0,0,0,0,0,0,0,41,1335
1952,Master,Married,70545.0,0,1,29,1,4,1,7,2,0,0,0,0,0,0,0,62,334
1989,Basic,Married,17487.0,1,0,37,1,1,0,2,7,0,0,0,0,0,0,0,25,18
1969,Graduation,Married,62882.0,0,1,26,2,7,5,6,4,0,0,0,0,0,0,0,45,1338
1953,PhD,Single,64108.0,0,1,8,4,6,9,11,5,0,0,0,0,0,0,0,61,1099
1956,Master,Married,34941.0,1,1,26,2,3,0,3,8,0,0,0,0,0,0,0,58,97
1950,PhD,Single,48767.0,1,2,79,3,2,1,3,5,0,0,0,0,0,0,0,64,63
1978,Graduation,Married,38702.0,1,0,71,2,3,0,4,6,0,0,0,0,0,0,0,36,109
1964,Graduation,Married,82224.0,0,0,83,1,6,9,5,3,0,0,0,1,0,0,0,50,902
1952,Graduation,Married,83844.0,0,0,57,1,4,4,11,1,0,0,1,0,0,0,0,62,1574
1975,Graduation,Married,17003.0,1,0,37,3,2,0,4,5,0,0,0,0,0,0,0,39,38
1995,Graduation,Single,71163.0,0,0,30,1,3,8,12,1,0,0,0,0,0,0,0,19,960
1970,Graduation,Single,33697.0,1,0,34,1,1,0,2,7,1,0,0,0,0,0,0,44,28
1954,Graduation,Married,63564.0,0,0,0,1,10,10,7,6,1,0,0,0,0,0,1,60,1215
1972,PhD,Married,83443.0,0,0,89,1,6,10,5,2,0,0,0,0,0,0,0,42,1497
1958,PhD,Married,51518.0,0,1,92,2,3,2,10,3,0,0,0,0,0,0,0,56,449
1969,Graduation,Married,80952.0,0,0,20,1,8,5,11,8,0,1,1,1,0,0,1,45,1757
1979,Graduation,Married,75507.0,0,0,56,1,8,6,6,3,0,0,0,0,0,0,0,35,1440
1978,Graduation,Married,63855.0,0,0,28,1,7,3,13,4,0,0,0,0,0,0,0,36,1006
1972,PhD,Married,62220.0,0,1,55,5,7,6,5,6,0,0,0,0,0,0,1,42,1226
1964,Graduation,Married,58512.0,0,1,25,5,3,4,8,8,0,0,0,0,0,0,0,50,1171
1979,Master,Married,40662.0,1,0,0,2,2,1,3,4,0,0,0,0,0,0,0,35,92
1959,PhD,Married,38829.0,0,1,86,1,3,2,2,5,0,0,0,0,0,0,0,55,99
1981,Graduation,Married,35523.0,1,0,8,2,3,0,3,7,0,0,0,0,0,0,0,33,66
1967,Graduation,Single,79146.0,1,1,33,2,8,1,8,6,0,0,0,0,0,0,0,47,564
1988,Master,Married,78285.0,0,0,13,1,6,4,10,3,0,0,0,0,0,0,0,26,1427
1978,PhD,Single,31626.0,1,0,12,1,2,1,2,7,1,0,0,0,0,0,1,36,86
1952,Graduation,Single,75127.0,0,0,92,1,2,11,5,1,0,0,0,0,0,0,0,62,833
1955,Graduation,Married,48726.0,0,1,90,3,3,2,4,6,0,0,0,0,0,0,0,59,242
1977,Graduation,Married,74985.0,0,0,8,1,3,6,7,2,0,0,0,0,0,0,0,37,1869
1987,Graduation,Married,67430.0,0,0,6,1,11,5,12,6,0,0,0,0,0,0,0,27,1364
1965,Graduation,Married,46891.0,0,1,91,1,2,1,4,4,0,0,0,0,0,0,0,49,183
1956,Master,Married,62058.0,0,1,52,4,6,1,7,6,0,0,0,0,0,0,0,58,450
1979,Graduation,Married,72063.0,0,1,3,2,5,2,12,2,0,0,0,0,0,0,0,35,758
1951,PhD,Married,78939.0,0,0,57,1,8,5,6,3,0,0,0,0,0,0,0,63,1507
1965,Graduation,Single,42720.0,1,1,9,8,7,3,7,8,0,0,0,0,0,0,1,49,654
1972,Graduation,Married,33622.0,1,1,22,3,2,0,4,7,0,0,0,0,0,0,0,42,81
1957,PhD,Married,6835.0,0,1,76,0,0,0,1,20,0,0,0,0,0,0,0,57,137
1953,Graduation,Married,41452.0,1,1,86,1,1,0,2,7,0,0,0,0,0,0,0,61,16
1965,PhD,Single,40760.0,0,1,64,2,2,1,3,6,0,0,0,0,0,0,0,49,93
1958,PhD,Married,74250.0,0,0,90,1,2,11,4,1,0,0,0,0,0,0,0,56,1158
1955,Master,Single,51124.0,1,1,79,2,1,0,3,3,0,0,0,0,0,0,0,59,43
1971,Graduation,Single,72258.0,0,1,28,2,6,9,5,2,0,0,0,0,0,0,0,43,1525
1974,PhD,Single,71466.0,0,0,86,1,4,4,10,1,0,0,0,0,0,0,0,40,1230
1976,Graduation,Married,36283.0,1,1,42,2,1,0,3,4,0,0,0,0,0,0,0,38,29
1970,Graduation,Single,20587.0,1,0,39,1,1,1,2,7,0,0,0,0,0,0,0,44,25
1972,Graduation,Married,30467.0,1,0,8,1,1,0,2,7,0,0,0,0,0,0,0,42,24
1972,Graduation,Married,31590.0,1,0,40,1,1,0,3,8,0,0,0,0,0,0,0,42,38
1986,Basic,Married,20425.0,1,0,5,2,2,0,3,7,0,0,0,0,0,0,0,28,57
1960,Master,Married,17144.0,1,1,96,5,3,0,4,7,0,0,0,0,0,0,0,54,47
1968,PhD,Divorced,42564.0,0,1,28,6,6,8,4,7,1,0,0,0,0,0,1,46,813
1978,Master,Married,43783.0,1,0,22,6,7,1,8,7,1,0,0,0,0,0,0,36,629
1976,Graduation,Divorced,40780.0,0,1,30,4,7,1,5,9,0,0,0,0,0,0,0,38,377
1945,Master,Married,62847.0,0,0,45,1,3,6,4,2,0,0,0,0,0,0,0,69,1612
1957,PhD,Married,82017.0,0,0,58,1,5,4,7,2,0,1,1,1,0,0,1,57,729
1950,Graduation,Single,16813.0,0,0,49,1,2,0,3,7,1,0,0,0,0,0,0,64,50
1978,Graduation,Married,51267.0,1,1,37,4,3,3,5,4,0,0,0,0,0,0,0,36,270
1961,Graduation,Single,46524.0,0,1,70,2,1,1,5,3,0,0,0,0,0,0,0,53,177
1962,Master,Single,45183.0,0,0,33,1,4,1,7,7,0,1,0,0,0,0,0,52,315
1954,PhD,Married,70421.0,0,1,98,3,10,3,7,6,0,0,0,0,0,0,0,60,767
1965,Graduation,Divorced,60161.0,0,1,17,3,11,4,8,8,0,0,0,0,0,0,0,49,1071
1973,Graduation,Married,73926.0,0,0,54,1,6,5,12,3,0,0,0,0,0,0,0,41,1580
1968,Graduation,Married,19329.0,1,0,39,3,4,0,3,8,0,0,0,0,0,0,0,46,60
1970,Master,Married,61872.0,0,1,81,4,4,4,9,4,0,0,0,0,0,0,0,44,573
1956,Graduation,Widow,46984.0,1,1,71,1,1,0,3,5,0,0,0,0,0,0,0,58,41
1951,Graduation,Married,34838.0,1,1,62,3,2,1,4,6,0,0,0,0,0,0,0,63,170
1944,PhD,Single,82716.0,0,0,8,1,6,8,13,2,0,0,0,0,0,0,0,70,1167
1958,Graduation,Married,48192.0,0,0,76,3,2,8,12,8,0,1,0,1,1,0,1,56,1526
1976,Master,Married,49681.0,0,2,66,6,7,1,7,7,0,0,0,0,0,0,0,38,458
1971,Master,Married,56850.0,0,1,83,1,1,1,3,2,0,0,0,0,0,0,0,43,63
1957,Graduation,Married,55267.0,0,1,28,4,3,4,6,3,0,0,0,0,0,0,0,57,405
1972,Graduation,Married,59666.0,1,1,87,7,3,2,8,8,0,1,0,0,0,0,0,42,1027
1972,Graduation,Single,72504.0,0,1,43,2,5,9,6,2,0,0,0,0,0,0,0,42,1478
1981,Graduation,Married,26872.0,0,0,0,1,1,1,2,6,0,0,0,0,0,0,0,33,72
1972,Graduation,Single,21359.0,1,0,1,2,2,0,3,8,0,0,0,0,0,0,1,42,48
1975,Graduation,Single,73170.0,0,0,1,1,5,4,6,2,0,0,0,0,0,0,0,39,726
1955,Master,Married,52750.0,0,1,72,6,5,7,9,4,0,0,0,0,0,0,0,59,860
1986,PhD,Married,91820.0,0,0,72,0,5,5,12,1,0,0,0,0,0,0,0,28,1497
1970,PhD,Married,65968.0,0,1,12,2,5,4,7,3,0,0,0,0,0,0,0,44,495
1976,Graduation,Married,30772.0,1,1,89,1,1,0,2,6,0,0,0,0,0,0,0,38,20
1954,Graduation,Single,22507.0,0,0,67,3,10,2,4,9,0,0,0,0,0,0,0,60,570
1972,Graduation,Married,65685.0,0,1,54,1,9,2,9,5,0,0,0,0,0,0,0,42,769
1978,Graduation,Married,25804.0,1,0,34,2,2,0,3,8,0,0,0,0,0,0,0,36,55
1980,PhD,Single,76412.0,0,0,15,1,5,4,8,3,0,0,1,1,0,0,1,34,1808
1972,Graduation,Married,22063.0,1,0,43,2,2,0,3,7,0,0,0,0,0,0,0,42,55
1961,Graduation,Single,57091.0,0,0,0,1,7,3,7,5,0,0,0,0,1,0,1,53,577
1959,Graduation,Divorced,78353.0,0,1,51,1,10,2,11,8,0,0,0,0,0,0,0,55,1576
1954,Graduation,Married,93404.0,1,2,97,3,3,4,7,5,0,1,1,0,0,0,0,60,1616
1962,Graduation,Divorced,37859.0,1,2,75,2,1,0,3,8,0,0,0,0,0,0,0,52,36
1958,PhD,Widow,80995.0,0,1,83,1,8,9,4,4,0,0,0,0,0,0,0,56,1482
1984,Graduation,Married,16529.0,1,0,23,1,1,0,3,6,0,0,0,0,0,0,0,30,22
1976,PhD,Divorced,55412.0,1,1,65,1,2,0,3,5,0,0,0,0,0,0,0,38,63
1992,Graduation,Single,48789.0,0,0,94,1,6,4,7,6,0,0,0,0,0,0,0,22,680
1967,PhD,Married,56575.0,0,2,42,3,7,3,7,5,0,0,0,0,0,0,0,47,542
1980,Graduation,Married,25130.0,1,0,10,2,2,0,3,7,0,0,0,0,0,0,0,34,50
1967,Graduation,Married,35441.0,1,1,94,2,1,0,3,8,0,0,0,0,0,0,0,47,39
1956,Graduation,Married,71391.0,0,1,50,5,6,5,12,3,0,0,0,0,0,0,0,58,1043
1972,Master,Single,49494.0,1,0,46,2,6,1,5,7,0,0,0,0,0,0,0,42,385
1980,Graduation,Divorced,81702.0,0,0,98,1,7,7,12,3,0,0,0,0,0,0,0,34,1633
1980,Graduation,Single,45889.0,0,1,42,1,1,0,3,6,0,0,0,0,0,0,0,34,46
1977,Graduation,Single,56628.0,0,1,30,2,7,6,5,5,1,0,0,0,0,0,0,37,761
1950,Graduation,Married,34026.0,1,1,11,3,2,1,3,5,0,0,0,0,0,0,0,64,76
1974,Graduation,Married,40049.0,0,1,61,3,3,2,6,5,0,0,0,0,0,0,0,40,290
1988,Graduation,Single,34176.0,1,0,12,4,3,0,4,6,0,0,0,0,0,0,0,26,89
1981,Graduation,Married,19419.0,1,0,76,4,4,0,3,9,0,0,0,0,0,0,0,33,70
1960,Graduation,Married,82504.0,0,0,2,1,3,6,7,1,0,0,0,0,0,0,0,54,1066
1970,Graduation,Married,81205.0,0,0,43,1,5,6,7,2,1,0,1,0,1,0,1,44,2009
1991,Graduation,Single,61618.0,0,0,27,2,3,6,8,3,0,0,0,0,0,0,0,23,1345
1956,Master,Single,55284.0,0,1,60,3,7,5,8,5,0,0,0,0,0,0,0,58,764
1963,Graduation,Single,49980.0,0,1,79,2,3,1,5,5,0,0,0,0,0,0,0,51,195
1980,Graduation,Married,15072.0,2,0,96,4,3,1,3,5,0,0,0,0,0,0,0,34,53
1974,Graduation,Single,49166.0,0,1,17,2,5,3,3,6,0,0,0,0,0,0,0,40,368
1957,Graduation,Married,82347.0,0,0,38,1,7,7,10,3,1,0,0,1,0,0,0,57,1853
1966,PhD,Married,30843.0,1,1,43,2,1,1,2,5,1,0,0,0,0,0,0,48,35
1974,PhD,Married,46374.0,0,1,1,3,7,1,7,8,0,1,0,1,0,0,1,40,446
1979,Graduation,Single,60474.0,0,1,25,7,10,2,12,7,0,0,0,0,0,0,0,35,1180
1973,Master,Married,38576.0,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,41,41
1985,Graduation,Married,55357.0,2,0,66,3,6,2,11,5,0,0,0,0,0,0,0,29,727
1966,Graduation,Married,37758.0,1,1,49,2,1,0,3,8,0,0,0,0,0,0,0,48,40
1989,Graduation,Married,85710.0,0,0,5,1,6,9,10,2,0,0,1,0,0,0,0,25,1062
1969,Graduation,Married,23228.0,1,0,71,2,2,0,3,8,0,0,0,0,0,0,0,45,40
1969,Master,Married,44602.0,1,1,35,6,6,1,4,8,0,0,0,0,0,0,0,45,292
1987,Graduation,Married,7500.0,0,0,94,1,0,0,3,6,0,0,0,0,0,0,0,27,15
1989,Graduation,Married,38683.0,1,0,80,6,4,1,6,7,0,0,0,0,0,0,0,25,341
1975,Graduation,Single,49514.0,1,0,61,2,6,1,4,7,0,0,0,0,0,0,0,39,369
1973,PhD,Married,57906.0,0,1,29,3,4,2,8,4,0,0,0,0,0,0,0,41,401
1966,Master,Single,43456.0,0,1,0,3,5,1,8,5,0,0,0,0,0,0,0,48,393
1986,Master,Single,19485.0,2,0,80,1,1,0,2,7,0,0,0,0,0,0,0,28,10
1978,Graduation,Married,53172.0,0,1,54,3,2,3,8,3,0,0,0,0,0,0,0,36,486
